strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pango_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	missing_data	divergence	nonACGTN	rare_mutations	snp_clusters	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_snp_clusters	clock_deviation
Australia/NSW4007/2021	ncov	EPI_ISL_1005538	?	2021-01-14	Oceania	Australia	New South Wales	Sydney	Oceania	Australia	New South Wales	genome	29765	Human	31	?	20H/501Y.V2	B.1.351	GH	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al	https://www.gisaid.org	?	?	2021-02-16	?	0.0	25.0	0.0	8.0	0.0	good	good	good	good	0.3700213698630179
Australia/QLD1481/2020	ncov	EPI_ISL_944736	?	2020-12-26	Oceania	Australia	Australia		Oceania	Australia	Australia	genome	29846	Human	?	?	20H/501Y.V2	B.1.351	GH	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al et al	https://www.gisaid.org	?	?	2021-02-08	?	562.0	27.0	0.0	10.0	0.0	good	good	mediocre	good	3.303978082191783
Australia/QLD1487/2020	ncov	EPI_ISL_944737	?	2020-12-29	Oceania	Australia	Australia		Oceania	Australia	Australia	genome	29818	Human	?	?	20H/501Y.V2	B.1.351	GH	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al et al	https://www.gisaid.org	?	?	2021-02-08	?	0.0	23.0	0.0	6.0	0.0	good	good	good	good	-0.8434887671232829
Australia/QLD1513/2021	ncov	EPI_ISL_944738	?	2021-01-12	Oceania	Australia	Australia		Oceania	Australia	Australia	genome	29848	Human	?	?	20H/501Y.V2	B.1.351	GH	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al et al	https://www.gisaid.org	?	?	2021-02-08	?	6197.0	20.0	0.0	8.0	0.0	bad	good	good	good	-4.5316673972602715
Australia/QLD1520/2020	ncov	EPI_ISL_968081	?	2020-12-29	Oceania	Australia	Australia		Oceania	Australia	Australia	genome	29944	Human	?	Male	20H/501Y.V2	B.1.351	GH	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Alyssa T. Pyke et al. et al	https://www.gisaid.org	?	?	2021-02-11	?	0.0	23.0	0.0	7.0	0.0	good	good	good	good	-0.8434887671232829
Australia/QLD1527/2021	ncov	EPI_ISL_944739	?	2021-01-17	Oceania	Australia	Australia		Oceania	Australia	Australia	genome	29835	Human	?	?	20H/501Y.V2	B.1.351	GH	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al et al	https://www.gisaid.org	?	?	2021-02-08	?	189.0	26.0	0.0	8.0	0.0	good	good	good	good	1.2225545205479484
Australia/QLD1540/2021	ncov	EPI_ISL_944747	?	2021-01-24	Oceania	Australia	Australia		Oceania	Australia	Australia	genome	29854	Human	?	?	20H/501Y.V2	B.1.351	GH	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Public Health Virology-Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al et al	https://www.gisaid.org	?	?	2021-02-08	?	248.0	23.0	0.0	6.0	0.0	good	good	good	good	-2.121534794520546
Australia/QLD1611/2021	ncov	EPI_ISL_1061309	?	2021-02-20	Oceania	Australia	Queensland		Oceania	Australia	Queensland	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	unknown	Public Health Virology-Forensic and Scientific Services	Son Nguyen et al	https://www.gisaid.org	?	?	2021-02-24	?	218.0	31.0	0.0	14.0	0.0	good	good	mediocre	good	4.5512635616438395
Australia/VIC18096/2021	ncov	EPI_ISL_854756	?	2021-01-08	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29764	Human	30	Female	20H/501Y.V2	B.1.351	GH	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al	https://www.gisaid.org	?	?	2021-01-21	?	218.0	27.0	0.0	10.0	0.0	good	good	mediocre	good	2.6649550684931533
Australia/VIC18195/2021	ncov	EPI_ISL_933778	?	2021-01-27	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29764	Human	?	Male	20H/501Y.V2	B.1.351	GH	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al	https://www.gisaid.org	?	?	2021-02-04	?	298.0	26.0	0.0	8.0	0.0	good	good	good	good	0.7309983561643882
Australia/WA556/2020	ncov	EPI_ISL_794728	?	2020-12-10	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29385	Human	?	?	20H/501Y.V2	B.1.351	GH	PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al	https://www.gisaid.org	?	?	2021-01-11	?	3089.0	18.0	0.0	5.0	0.0	bad	good	good	good	-4.909532054794518
Australia/WA563/2020	ncov	EPI_ISL_794672	?	2020-12-31	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29391	Human	?	?	20H/501Y.V2	B.1.351	GH	PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al	https://www.gisaid.org	?	?	2021-01-11	?	905.0	17.0	0.0	6.0	0.0	good	good	good	good	-6.941799999999997
Australia/WA592/2020	ncov	EPI_ISL_810798	?	2020-12-24	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29335	Human	?	?	20H/501Y.V2	B.1.351	GH	PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al	https://www.gisaid.org	?	?	2021-01-13	?	2393.0	18.0	0.0	8.0	0.0	mediocre	good	good	good	-5.597710684931503
Australia/WA613/2021	ncov	EPI_ISL_933795	?	2021-01-25	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29391	Human	?	?	20H/501Y.V2	B.1.351	GH	PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al	https://www.gisaid.org	?	?	2021-02-04	?	934.0	17.0	0.0	4.0	0.0	good	good	good	good	-8.170690410958901
Australia/WA626/2021	ncov	EPI_ISL_1184507	?	2021-02-22	Oceania	Australia	Western Australia		Oceania	Australia	Western Australia	genome	29391	Human	?	?	20H/501Y.V2	B.1.351	GH	PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al	https://www.gisaid.org	?	?	2021-03-09	?	905.0	20.0	0.0	8.0	0.0	good	good	good	good	-6.547047671232875
Austria/CeMM1952/2020	ncov	EPI_ISL_853768	?	2020	Europe	Austria	Austria		Europe	Austria	Austria	genome	29773	Human	?	?	20H/501Y.V2	B.1.351	GH	Austrian Agency for Health and Food Safety (AGES)	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-01-20	?	482.0	26.0	0.0	7.0	0.0	good	good	good	good	?
Austria/CeMM3094/2021	ncov	EPI_ISL_934671	?	2021-01-15	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-02-04	?	218.0	23.0	0.0	5.0	0.0	good	good	good	good	-1.679134246575341
Austria/CeMM3247/2021	ncov	EPI_ISL_1008244	?	2021-01-22	Europe	Austria	Vienna		Europe	Austria	Vienna	genome	29764	Human	80	Female	20H/501Y.V2	B.1.351	GH	Department of Laboratory Medicine, Division of Clinical Virology, University of Medicine, Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-02-16	?	218.0	24.0	0.0	6.0	0.0	good	good	good	good	-1.0232235616438317
Austria/CeMM3505/2021	ncov	EPI_ISL_1118007	?	2021-01-26	Europe	Austria	Tyrol	Reutte	Europe	Austria	Tyrol	genome	29764	Human	16	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	23.0	0.0	8.0	0.0	good	good	good	good	-2.2198460273972564
Austria/CeMM3508/2021	ncov	EPI_ISL_1118028	?	2021-01-27	Europe	Austria	Tyrol	Innsbruck-Land	Europe	Austria	Tyrol	genome	29764	Human	19	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.7309983561643882
Austria/CeMM3513/2021	ncov	EPI_ISL_1118014	?	2021-01-27	Europe	Austria	Tyrol	Innsbruck	Europe	Austria	Tyrol	genome	29764	Human	37	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	26.0	0.0	9.0	0.0	good	good	good	good	0.7309983561643882
Austria/CeMM3514/2021	ncov	EPI_ISL_1118015	?	2021-01-26	Europe	Austria	Tyrol	Innsbruck	Europe	Austria	Tyrol	genome	29764	Human	10	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	26.0	0.0	9.0	0.0	good	good	good	good	0.7801539726027436
Austria/CeMM3516/2021	ncov	EPI_ISL_1118027	?	2021-01-27	Europe	Austria	Tyrol	Innsbruck-Land	Europe	Austria	Tyrol	genome	29764	Human	23	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.7309983561643882
Austria/CeMM3519/2021	ncov	EPI_ISL_1117791	?	2021-01-26	Europe	Austria	Tyrol	Innsbruck	Europe	Austria	Tyrol	genome	29764	Human	34	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	676.0	26.0	0.0	9.0	0.0	good	good	good	good	0.7801539726027436
Austria/CeMM3521/2021	ncov	EPI_ISL_1118016	?	2021-01-26	Europe	Austria	Tyrol	Innsbruck	Europe	Austria	Tyrol	genome	29764	Human	23	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	27.0	0.0	10.0	0.0	good	good	mediocre	good	1.7801539726027436
Austria/CeMM3523/2021	ncov	EPI_ISL_1118025	?	2021-01-27	Europe	Austria	Tyrol	Innsbruck-Land	Europe	Austria	Tyrol	genome	29764	Human	76	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	27.0	0.0	10.0	0.0	good	good	mediocre	good	1.7309983561643882
Austria/CeMM3524/2021	ncov	EPI_ISL_1118017	?	2021-01-27	Europe	Austria	Tyrol	Innsbruck	Europe	Austria	Tyrol	genome	29764	Human	26	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	27.0	0.0	10.0	0.0	good	good	mediocre	good	1.7309983561643882
Austria/CeMM3525/2021	ncov	EPI_ISL_1118021	?	2021-01-26	Europe	Austria	Tyrol	Innsbruck-Land	Europe	Austria	Tyrol	genome	29764	Human	13	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	26.0	0.0	9.0	0.0	good	good	good	good	0.7801539726027436
Austria/CeMM3527/2021	ncov	EPI_ISL_1118018	?	2021-01-26	Europe	Austria	Tyrol	Innsbruck	Europe	Austria	Tyrol	genome	29764	Human	23	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.7801539726027436
Austria/CeMM3528/2021	ncov	EPI_ISL_1118019	?	2021-01-26	Europe	Austria	Tyrol	Innsbruck	Europe	Austria	Tyrol	genome	29764	Human	23	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.7801539726027436
Austria/CeMM3530/2021	ncov	EPI_ISL_1117920	?	2021-01-26	Europe	Austria	Tyrol	Reutte	Europe	Austria	Tyrol	genome	29767	Human	72	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	29.0	0.0	15.0	0.0	good	good	mediocre	good	3.7801539726027436
Austria/CeMM3531/2021	ncov	EPI_ISL_1118008	?	2021-01-30	Europe	Austria	Tyrol	Reutte	Europe	Austria	Tyrol	genome	29764	Human	81	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	30.0	0.0	13.0	0.0	good	good	mediocre	good	4.583531506849319
Austria/CeMM3534/2021	ncov	EPI_ISL_1117980	?	2021-01-30	Europe	Austria	Tyrol	Schwaz	Europe	Austria	Tyrol	genome	29764	Human	23	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	29.0	0.0	12.0	0.0	good	good	mediocre	good	3.5835315068493188
Austria/CeMM3535/2021	ncov	EPI_ISL_1117779	?	2021-01-30	Europe	Austria	Tyrol	Reutte	Europe	Austria	Tyrol	genome	29794	Human	46	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	1108.0	26.0	0.0	11.0	0.0	good	good	mediocre	good	0.5835315068493188
Austria/CeMM3536/2021	ncov	EPI_ISL_1117951	?	2021-01-29	Europe	Austria	Tyrol	Schwaz	Europe	Austria	Tyrol	genome	29764	Human	29	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	29.0	0.0	12.0	0.0	good	good	mediocre	good	3.632687123287674
Austria/CeMM3539/2021	ncov	EPI_ISL_1117960	?	2021-01-29	Europe	Austria	Tyrol	Schwaz	Europe	Austria	Tyrol	genome	29764	Human	18	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	29.0	0.0	12.0	0.0	good	good	mediocre	good	3.632687123287674
Austria/CeMM3548/2021	ncov	EPI_ISL_1118006	?	2021-01-29	Europe	Austria	Tyrol	Reutte	Europe	Austria	Tyrol	genome	29764	Human	54	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.632687123287674
Austria/CeMM3549/2021	ncov	EPI_ISL_1118023	?	2021-01-29	Europe	Austria	Tyrol	Innsbruck-Land	Europe	Austria	Tyrol	genome	29764	Human	17	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-02	?	218.0	27.0	0.0	10.0	0.0	good	good	mediocre	good	1.632687123287674
Austria/CeMM3555/2021	ncov	EPI_ISL_1180715	?	2021-01-29	Europe	Austria	Tyrol	Reutte	Europe	Austria	Tyrol	genome	29764	Human	57	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-08	?	218.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.632687123287674
Austria/CeMM3558/2021	ncov	EPI_ISL_1180716	?	2021-01-28	Europe	Austria	Tyrol	Innsbruck-Land	Europe	Austria	Tyrol	genome	29764	Human	31	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-08	?	218.0	29.0	0.0	12.0	0.0	good	good	mediocre	good	3.6818427397260294
Austria/CeMM3559/2021	ncov	EPI_ISL_1180717	?	2021-01-29	Europe	Austria	Tyrol	Schwaz	Europe	Austria	Tyrol	genome	29764	Human	12	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-08	?	420.0	28.0	0.0	13.0	0.0	good	good	mediocre	good	2.632687123287674
Austria/CeMM3560/2021	ncov	EPI_ISL_1180718	?	2021-01-26	Europe	Austria	Tyrol	Innsbruck	Europe	Austria	Tyrol	genome	29764	Human	25	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-08	?	218.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.7801539726027436
Austria/CeMM3561/2021	ncov	EPI_ISL_1180719	?	2021-01-27	Europe	Austria	Tyrol	Reutte	Europe	Austria	Tyrol	genome	29764	Human	24	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-08	?	218.0	30.0	0.0	13.0	0.0	good	good	mediocre	good	4.730998356164388
Austria/CeMM3562/2021	ncov	EPI_ISL_1180720	?	2021-01-27	Europe	Austria	Tyrol	Innsbruck-Land	Europe	Austria	Tyrol	genome	29764	Human	16	Male	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-08	?	295.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.7309983561643882
Austria/CeMM3563/2021	ncov	EPI_ISL_1180721	?	2021-01-26	Europe	Austria	Tyrol	Innsbruck-Land	Europe	Austria	Tyrol	genome	29764	Human	53	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-08	?	421.0	26.0	0.0	9.0	0.0	good	good	good	good	0.7801539726027436
Austria/CeMM3564/2021	ncov	EPI_ISL_1180722	?	2021-01-26	Europe	Austria	Tyrol	Innsbruck	Europe	Austria	Tyrol	genome	29764	Human	74	Female	20H/501Y.V2	B.1.351	GH	HG Pharma GmbH	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-03-08	?	218.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.7801539726027436
Austria/CeMM3571/2021	ncov	EPI_ISL_1008299	?	2021-01-25	Europe	Austria	Tyrol	Schwaz	Europe	Austria	Tyrol	genome	29764	Human	86	Male	20H/501Y.V2	B.1.351	GH	Institut für Virologie am Department für Hygiene, Mikrobiologie und Public Health	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-02-16	?	724.0	28.0	0.0	13.0	0.0	good	good	mediocre	good	2.829309589041099
Austria/CeMM3572/2021	ncov	EPI_ISL_1008300	?	2021-01-25	Europe	Austria	Tyrol	Schwaz	Europe	Austria	Tyrol	genome	29764	Human	95	Female	20H/501Y.V2	B.1.351	GH	Institut für Virologie am Department für Hygiene, Mikrobiologie und Public Health	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al	https://www.gisaid.org	?	?	2021-02-16	?	724.0	25.0	0.0	10.0	0.0	good	good	mediocre	good	-0.17069041095890114
